2018-12-25 20:03:34,IAMMILES_D,35,63,b'RT @segalink: Visit and subscribe. Maybe you just might win an iPhoneX. \xf0\x9f\x98\x87 https://t.co/Q7d93nJQnD'
2018-12-25 20:03:05,gadget198,99,2169,b'Luxury Electroplated Armor Case For iPhone X 10 360 Degree Full Protect 3 IN 1 Phone Cover Cases For iPhoneX Matte\xe2\x80\xa6 https://t.co/zDPCbFBgJJ'
2018-12-25 20:00:24,miracleSomadina,4843,13933,b'RT @segalink: Visit and subscribe. Maybe you just might win an iPhoneX. \xf0\x9f\x98\x87 https://t.co/Q7d93nJQnD'
2018-12-25 19:56:56,Cristaldc5k20,170,771,b'Last year my bae got my the new iPhoneX this year he got me a 2018 Mac Pro laptop \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\x87\xf0\x9f\x98\x87 I can\xe2\x80\x99t wait to start editi\xe2\x80\xa6 https://t.co/eLx2K4HFj6'
2018-12-25 19:56:48,BUBBA_MADE,1640,260,b'Had a photo shoot with my #iPhoneX and the kids lol Wait til I get my camera. #HappyHolidays #MerryChristmas #OTA https://t.co/RCRnv192Lb'
2018-12-25 19:55:39,uchesame,1596,32162,b'RT @segalink: Visit and subscribe. Maybe you just might win an iPhoneX. \xf0\x9f\x98\x87 https://t.co/Q7d93nJQnD'
2018-12-25 19:55:35,FRANCIN05628457,269,2,"b""I'm trying to win @ProClipUSA giveaway for an #iPhoneX and mounting solution! Enter for your chance to win: https://t.co/qIqigKZkkp"""
2018-12-25 19:54:34,segalink,133522,225898,b'Visit and subscribe. Maybe you just might win an iPhoneX. \xf0\x9f\x98\x87 https://t.co/Q7d93nJQnD'
2018-12-25 19:42:58,BUBBA_MADE,1640,260,b'Had a photo shoot with my #iPhoneX and the kids lol Wait til I get my camera. #HappyHolidays #MerryChristmas #OTA https://t.co/IgIR61IwcP'
2018-12-25 19:42:21,feelnowayzz,362,4449,b'@KEEMSTAR iphonex'
2018-12-25 19:39:58,limanabdulmaji,429,2641,b'RT @Mr_Emmcap__: Y\xe2\x80\x99all hypocrite bitches shouldn\xe2\x80\x99t slide into Sadiq\xe2\x80\x99s dm begging him for your own iPhoneX please. Respect yourselves.'
2018-12-25 19:39:28,__damzxoxo,657,10735,b'The iphoneX max guy\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/AHLDEF5mxk'
2018-12-25 19:30:24,__Zaharaddeen,183,1878,b'iPhoneX max is the devil\xf0\x9f\x98\xaa'
2018-12-25 19:26:59,ProjectX_iOS,577,24320,b'RT @SleekDeals: \xf0\x9f\x94\xa5 Geab this NAXA Metro Bluetooth(r) Headphones for $15.89!\n\nhttps://t.co/2gvrOsv8Hf\n\n#geek #deals #tech #gamedev #home #tra\xe2\x80\xa6'
2018-12-25 19:23:11,SleekDeals,14727,4727,b'\xf0\x9f\x94\xa5 Geab this NAXA Metro Bluetooth(r) Headphones for $15.89!\n\nhttps://t.co/2gvrOsv8Hf\n\n#geek #deals #tech #gamedev\xe2\x80\xa6 https://t.co/g1VwOeFdLW'
